total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
1961,691,397,1379,1,1.0,1.0,12,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,65,0
2532,645,4452,567,2,0.46153846153846156,1.0,13,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,114,0
629,460,4996,2921,0,0.0,1.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,47,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,139,1
9360,662,1133,196,0,0.15384615384615385,1.0,11,0,1,0,0,1,0,0,2,0,0,1,1,0,1,1,0,1,98,0
141,3,317,447,0,0.0,1.0,12,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,82,0
1653,77,90,3707,0,0.0,1.0,9,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,272,0
22082,515,1613,4668,0,0.0,1.0,8,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,300,1
9360,662,1133,196,0,0.15384615384615385,1.0,11,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,163,1
453,563,117,2309,0,0.0,1.0,11,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,121,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,223,1
2,2,53,15,0,0.0,1.0,11,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,152,1
4788,1099,2049,863,1,1.0,1.0,9,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,81,0
492,4,202,192,0,0.0,1.0,13,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,74,0
5254,1340,2058,316,0,0.0,1.0,13,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,165,0
13019,2331,2363,2357,0,0.0,1.0,13,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,62,0
6,0,6,86,0,0.0,1.0,9,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,151,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,210,1
14420,105,186,1420,0,0.0,1.0,12,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,291,1
808,64,249,3167,3,2.0,1.0,10,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,178,0
4912,3,13,1876,1,1.0,1.0,8,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,138,0
6635,109,250,2279,0,0.0,1.0,13,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,80,0
3041,908,294,2338,1,1.0,1.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,271,0
29,3,9,89,0,0.0,1.0,12,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,197,0
75883,8474,2750,1159,2,1.6666666666666667,1.0,14,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,305,0
1180167,3239,4999,4543,0,0.0,1.0,9,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,76,1
1392,116,484,1117,0,0.0,1.0,10,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,47,0
4230,61,106,444,2,0.4,1.0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,83,0
98,45,100,960,0,0.0,1.0,11,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,82,1
8762,163,84,3764,1,1.0,1.0,10,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,135,0
20921,532,13,4801,0,0.0,1.0,13,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,70,0
51957,225,9,1062,0,0.0,1.0,14,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,174,0
2403,54,45,309,0,2.5,1.0,12,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,226,0
78,3,26,211,0,0.0,1.0,12,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,38,0
44513,562,1445,5281,0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,56,0
906,114,186,3848,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,181,0
71565,28160,20167,1344,2,2.125,1.0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,54,0
2532,645,4452,567,0,0.46153846153846156,1.0,13,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,146,0
2532,645,4452,567,0,0.46153846153846156,1.0,13,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,106,0
5981,504,576,193,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,299,1
2532,645,4452,567,1,0.46153846153846156,1.0,13,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,217,0
2287,137,447,2141,1,1.0,1.0,11,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,159,0
2532,645,4452,567,0,0.46153846153846156,1.0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,89,0
2245,30,120,200,0,0.0,1.0,9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,136,0
11232,305,978,3638,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,180,0
2733,102,43,824,0,0.0,1.0,15,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,46,0
16970,1706,2017,3771,0,0.0,1.0,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,84,1
654,4,69,51,0,0.6666666666666666,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,113,0
6898,2210,735,446,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,76,1
48481,26953,9725,1029,4,2.0,1.0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,76,0
4497,1498,1663,2128,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,95,0
2532,645,4452,567,0,0.46153846153846156,1.0,13,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,292,0
4215,10,84,917,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,170,0
3965,65,90,323,0,0.0,1.0,11,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,216,0
14707,92788,324,4899,0,0.0,1.0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,295,0
57,8,85,124,1,1.0,1.0,12,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,82,0
12056,9782,45,231,0,0.0,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,166,1
10586,3834,3999,889,2,2.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,176,0
50700,1708,663,3312,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,49,0
408,1,0,48,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,196,1
15285,381,946,2809,1,0.5,1.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,110,0
52475,14636,14565,405,1,1.1428571428571428,1.0,15,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,61,0
52475,14636,14565,405,3,1.1428571428571428,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,257,0
192262,3974,2086,4427,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,293,1
5606,169,235,682,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,302,0
1643,73,193,18,0,0.2857142857142857,1.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51,1
5606,169,235,682,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,303,0
1139,9,252,22,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,262,1
8225,694,380,596,4,2.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,276,1
13720,2289,2546,941,0,0.0,1.0,7,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,189,1
1649,3088,2801,284,2,2.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,170,0
1490,13,57,89,0,0.0,1.0,11,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,99,1
5869,137,360,4242,0,0.0,1.0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,116,0
56136,367425,42,5134,1,0.7857142857142857,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,278,0
131,3,34,139,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,236,1
931,182,242,717,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,282,1
32075,17300,14441,4659,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,294,1
9931,4098,2129,3741,0,0.6,1.0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,131,0
1126,3516,3285,1061,2,2.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,163,0
24515,5268,5034,830,0,0.0,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,221,1
1004,4,81,364,1,1.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,83,0
36075,567,501,3170,0,0.0,1.0,6,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,187,0
53285,2839,2413,1394,2,2.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,285,0
10071,3752,4977,351,6,6.0,1.0,11,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,145,0
68637,6544,5006,4656,0,0.0,1.0,12,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,191,1
829,31,481,2310,0,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47,0
4353,19,19,914,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,79,0
11878,1625,2159,818,0,0.0,1.0,11,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,315,1
24515,5268,5034,830,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,257,1
19535,445,173,422,0,0.08333333333333333,1.0,10,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,127,1
644,10,37,95,0,0.0,1.0,10,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,91,0
17004,1117,1059,1221,1,1.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,290,0
11301,151,99,200,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,77,1
2230,54,147,523,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,99,0
4230,61,106,444,0,0.4,1.0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,114,0
10462,1828,1,109,0,0.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,112,0
28866,2392,2381,2113,0,0.0,1.0,8,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,49,0
1784,33,134,3109,0,0.0,1.0,11,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,70,0
9360,662,1133,196,1,0.15384615384615385,1.0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,83,0
388,8,37,246,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,108,0
999,28,183,1812,1,1.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,69,0
167,1,6,879,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,277,0
9428,181,148,478,0,0.0,1.0,11,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,261,0
4072,425,402,375,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,334,0
3118,43,83,1344,1,0.6666666666666666,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,100,0
52475,14636,14565,405,1,1.1428571428571428,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,48,0
35,2,109,567,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,89,0
4241,622,21,3427,0,0.0,1.0,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,322,1
42183,1031,755,3996,1,0.2,1.0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,102,0
48382,2739,860,4482,0,1.75,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,296,0
641,96,61,1658,0,0.6,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,294,0
52475,14636,14565,405,2,1.1428571428571428,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,36,0
1816,57,940,717,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,111,0
158191,1579,1146,2379,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,312,1
945,2,10,297,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,236,0
945,2,10,297,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,228,0
945,2,10,297,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,234,0
82773,566,158,944,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,303,1
117603,1147,1998,960,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,81,1
3713,814,808,459,0,0.0,1.0,13,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,162,0
1071723,403311,182,4571,1,0.3,1.2,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,216,0
3443,423,97,82,0,1.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,294,1
8488,133,315,1704,1,1.0,1.0,14,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,287,0
1728,17,119,2092,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,67,0
9411,115,232,1804,0,0.2,1.0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,45,0
22697,1427,3782,4728,0,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,79,0
137323,3146,4469,3315,3,1.3333333333333333,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,294,0
606,1,155,553,0,0.0,1.0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,123,0
19,0,26,19,0,0.0,1.0,9,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,268,1
11474,488,869,75,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,304,0
18380,3499,3459,1994,0,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,104,0
56136,367425,42,5134,1,0.7857142857142857,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,271,0
3695,1681,2355,365,0,0.0,1.0,11,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,305,0
8759,253,298,4614,0,0.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,122,0
1362,128,348,1679,0,0.0,1.0,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,112,0
243,0,18,356,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,122,0
51195,184,3,605,0,0.0,1.0,13,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,0,171,0
545,378,382,215,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,250,1
3272,210,52,2179,2,2.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,203,0
16758,187,315,1015,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,160,0
11818,781,1967,5091,3,3.0,1.0,7,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,137,0
11931,343,1095,3067,0,0.0,1.0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,83,0
8315,1298,2366,1680,0,0.0,1.0,12,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,198,0
1469,2,1,230,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,136,0
141275,13069,12308,1240,0,0.0,1.0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,269,1
1833,24,65,3001,0,0.0,1.0,14,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,102,0
1796,285,342,4312,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,79,0
3443,423,97,82,1,1.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,371,0
316,6,54,70,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,236,0
257,22,28,854,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,54,0
1816,17,95,512,4,4.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,136,0
4880,33,104,559,0,0.0,1.0,14,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,314,0
3695,1681,2355,365,0,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,205,0
137323,3146,4469,3315,0,1.3333333333333333,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,295,0
63,5,58,41,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,225,0
23646,2635,4656,4529,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,295,1
32894,3347,3379,725,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,301,1
1247,481,715,648,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,121,0
23646,2635,4656,4529,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,297,1
182,0,71,96,1,1.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,140,0
272067,18339,4052,4061,0,0.0,1.0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,95,1
4880,33,104,559,0,0.0,1.0,14,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,314,0
611,22,19,1029,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,92,0
404,22,61,188,0,0.0,1.0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,62,0
102258,13513,6756,764,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,220,1
320,192,412,269,0,0.0,1.0,13,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,227,1
24,0,10,70,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,94,0
4880,33,104,559,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,239,0
81,2,3,93,0,0.0,1.0,14,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,296,0
2446,159,547,1306,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,177,0
451414,27017,331,5248,0,0.5,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,274,0
6755,671,1072,570,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,287,0
6408,80,45,2946,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,105,0
578,23,57,5102,0,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,176,0
24461,9489,9499,831,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,90,1
239,2,1,27,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,213,0
149772,71,150,1012,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,116,1
122385,2026,4575,2793,0,0.0,1.0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,0
74302,3272,2716,4165,9,9.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,279,0
6845,140,337,1672,0,1.3333333333333333,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,65,0
644,3,1,131,1,0.25,1.0,10,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,469,0
28634,415,2070,3793,0,0.25,1.0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,317,0
264,6,109,2138,0,0.0,1.0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,133,0
2604,47,452,1467,3,3.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,85,0
149772,71,150,1012,0,0.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,111,1
1342,173,85,1268,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,110,1
183,95,169,468,0,0.0,1.0,13,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,281,1
97608,7990,6625,2614,6,2.6666666666666665,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,71,1
361,42,58,4544,0,0.0,1.0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38,0
70632,3546,2392,3926,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,76,1
2339687,8530941,29,5230,6,2.5,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,162,0
2446,159,547,1306,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,225,0
2776,47,24,254,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,92,0
103095,571293,5,4343,0,0.0,1.0,11,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,120,0
3604,114,50,2153,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,65,0
206,25,48,196,0,0.0,1.0,11,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,56,0
64745,199,201,4921,0,0.0,1.0,7,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,72,0
357,0,1,150,0,0.0,1.0,15,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,127,0
666,379,579,221,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,227,1
68431,634,66,1880,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,273,0
13999,129,459,4803,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,303,0
304173,34053,4686,4071,1,0.5,1.0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,303,0
1478,9,14,377,0,0.0,1.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,0
6303,596,875,229,0,0.8571428571428571,1.0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,166,0
623,13,104,24,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,214,0
36060,421,171,4323,0,0.0,1.0,13,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,149,0
1569,253,541,2077,0,0.0,1.0,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,102,0
36060,421,171,4323,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,148,0
36060,421,171,4323,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,133,0
59889,5568,6126,558,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,147,1
48382,2739,860,4482,3,1.75,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,183,0
68842,1406,1357,1503,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,287,1
39027,298,12,504,0,0.0,1.0,9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,174,0
183,95,169,468,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,244,1
3478,367,375,80,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42,0
304173,34053,4686,4071,0,0.5,1.0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,153,1
838523,1743722,81,5060,0,0.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,182,0
145,16,26,231,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,83,0
157,11,18,231,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,82,0
147,21,29,231,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,81,0
156,15,21,236,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,83,0
150,37,26,236,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,80,0
1005,117,177,720,0,0.0,1.0,6,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,181,0
104329,24874,15756,4145,0,0.8333333333333334,1.0,10,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,171,1
192,17,79,4614,0,0.0,1.0,6,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,107,1
426099,91938,8889,3626,0,0.0,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,95,1
13566,264,231,4826,1,1.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,121,0
11148,2911,4928,4263,1,1.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,168,0
