total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
33577,85,87,1149,0,0.0,1.0,13,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,293,1
46159,800,1303,1899,0,0.0,1.0,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,244,1
942,56,74,67,0,0.0,1.0,9,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,180,0
517,20,50,67,0,0.0,1.0,11,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,157,0
574,100,102,58,0,0.0,1.0,11,1,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0,197,0
1238,39,89,77,0,0.0,1.0,9,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,168,0
4302,87,146,342,0,0.0,1.0,13,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,123,0
163,16,0,258,0,0.0,1.0,15,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,99,0
1006,545,6,325,0,0.16666666666666666,1.0,11,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,114,0
1006,545,6,325,0,0.16666666666666666,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,110,0
1006,545,6,325,0,0.16666666666666666,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,112,0
1006,545,6,325,0,0.16666666666666666,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,108,0
1006,545,6,325,0,0.16666666666666666,1.0,11,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,100,0
59899,6457,7114,4623,0,0.0,1.0,12,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,73,0
8593,1544,2757,196,0,0.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,292,1
640,49,146,218,1,1.0,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,235,0
136428,37681,4962,1271,0,0.0,1.0,9,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,274,1
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
59899,6457,7114,4623,0,0.0,1.0,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,55,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
4039,88,83,2520,0,0.0,1.0,14,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,179,0
1624,26,22,351,0,0.0,1.0,8,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,284,1
2321,2,6,38,0,0.0,1.0,13,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,83,0
16281,201,221,542,0,0.0,1.0,8,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,259,0
18921,1561,1125,3621,1,0.5,1.0,14,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,119,0
11475,197,152,353,0,0.0,1.0,13,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,87,1
640,49,146,218,1,1.0,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,414,0
107,3,709,8,1,1.0,1.0,15,1,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,294,0
2300,66,114,125,0,0.0,1.0,14,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,167,0
18127,5301,5584,1151,0,0.0,1.0,7,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,81,0
2761,76,90,105,0,0.0,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,178,0
3006,47,63,106,0,0.0,1.0,12,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,149,0
60,2,707,8,1,1.0,1.0,15,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,300,0
666,186,670,18,0,0.0,1.0,15,1,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,261,1
20511,2475,3670,738,0,0.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,90,1
20511,2475,3670,738,0,0.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,90,1
170486,14234,12893,1852,0,0.4,1.0,13,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,144,0
7725,121,163,482,0,0.0,1.0,10,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,104,1
405,707,601,3343,1,1.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,87,0
405,707,601,3343,1,1.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,88,0
405,707,601,3343,1,1.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,87,0
92506,23618,15212,1140,0,0.4166666666666667,1.0,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,69,0
143884,1006,1731,4859,0,0.0,1.0,8,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,201,1
3939,821,819,459,0,0.0,1.0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,0
2106,67,229,1889,0,0.0,1.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
16260,201,221,542,0,0.0,1.0,8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,221,0
16260,201,221,542,0,0.0,1.0,8,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,257,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,300,0
18936,3349,3552,5189,1,0.625,1.0,9,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,244,0
854,0,32,251,0,0.0,1.0,15,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,163,0
170486,14234,12893,1852,0,0.4,1.0,13,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,279,0
19947,195,133,4694,1,0.5,1.0,10,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,114,0
2416,44,514,478,0,0.0,1.0,14,1,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,284,0
10283,522,534,1675,0,0.0,1.0,15,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,180,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
161,1,74,936,0,0.0,1.0,14,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,162,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
2416,44,514,478,0,0.0,1.0,14,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,284,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,297,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,301,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,297,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,329,0
1905,6,119,91,0,0.014705882352941176,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,301,0
11835,30066,2501,776,1,1.0,1.0,11,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,268,0
1750,52,158,74,0,0.0,1.0,15,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,134,1
8913,134,147,3730,1,1.0,1.0,9,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,319,0
49084,209,355,4301,0,0.0,1.0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,0
284516,4792,3400,4548,0,0.0,1.0,11,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,250,1
16260,201,221,542,0,0.0,1.0,8,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,287,0
2149,197,353,35,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,241,1
1513,194,282,71,0,0.0,1.0,14,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,101,0
66855,9775,2230,356,0,0.0,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,104,1
1932,772,1156,261,0,0.0,1.0,11,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,258,0
29276,322,177,925,1,0.375,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,149,1
16369,973,1302,1379,1,0.5,1.0,13,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,125,0
46412,520,707,3864,0,0.0,1.0,11,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,293,1
91915,1201,1058,4235,0,0.0,1.0,12,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,43,0
12064,114,95,2312,0,0.0,1.0,14,1,1,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,202,1
372,6,4,1018,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,165,0
170486,14234,12893,1852,0,0.4,1.0,13,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,108,0
458394,33727,2214,5196,0,0.0,1.0,12,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,135,0
170486,14234,12893,1852,1,0.4,1.0,13,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,122,0
3311,215,2105,792,0,0.0,1.0,15,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,172,1
101829,2364,2327,854,4,1.3333333333333333,1.0,12,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,184,0
203010,2378,2305,4305,0,0.0,1.0,14,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,277,1
12837,151,163,3460,0,0.0,1.0,14,1,1,0,0,1,0,0,2,0,0,1,1,1,0,1,1,0,164,1
7788,8,47,361,0,0.0,1.0,15,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,86,0
2500,727,736,118,0,0.75,1.0,11,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,286,0
170486,14234,12893,1852,1,0.4,1.0,13,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,79,0
4220,107,97,142,1,1.0,1.0,10,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,86,0
327,49,29,284,0,0.0,1.0,9,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,143,0
327,49,29,284,0,0.0,1.0,9,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,212,0
74904,6458,881,1556,0,0.0,1.0,9,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,112,1
512,21,471,1616,0,0.0,1.0,9,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,250,0
16369,973,1302,1379,0,0.5,1.0,13,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,62,0
88875,4158,4091,1036,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,1
2266,9,275,200,0,0.0,1.0,8,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,274,0
254,8,138,67,0,0.0,1.0,10,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,157,1
254,8,138,67,0,0.0,1.0,10,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,135,1
48536,1264,1265,4326,0,0.0,1.0,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,115,1
2606,230,274,66,0,0.0,1.0,10,1,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,141,0
44935,272,340,5036,0,0.0,1.0,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,86,1
41300,5632,5822,2031,1,0.375,1.0,9,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,60,0
4782,188,291,3544,0,0.0,1.0,6,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,75,0
317,145,40,304,0,0.0,1.0,14,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,225,0
1357,27,48,1624,0,0.0,1.0,13,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,107,0
96,1,12,280,0,0.0,1.0,7,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,85,0
29994,671,609,1723,0,0.0,1.0,14,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,298,0
176137,5999,935,5051,0,0.0,1.0,8,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,93,0
772,31,68,1575,0,0.2222222222222222,1.0,15,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,73,0
54547,429,1218,5092,0,0.0,1.0,8,1,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,270,1
92506,23618,15212,1140,0,0.4166666666666667,1.0,10,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,124,0
71172,655,445,4235,0,0.0,1.0,10,1,1,0,0,1,1,0,2,0,0,1,1,1,1,1,0,0,242,1
11824,2446,2498,195,0,0.0,1.0,13,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,39,0
83414,6251,6519,430,0,0.0,1.0,13,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,63,1
6363,241,383,3835,1,1.0,1.0,12,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,139,0
3339,425,921,1375,0,0.0,1.0,13,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,279,1
87534,20527,20649,1140,0,0.0,1.0,12,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,292,1
25920,687,59,1123,0,0.0,1.0,12,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,124,0
385973,101477,63,4803,0,0.0,1.0,11,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,141,0
1860,138,258,244,0,0.0,1.0,14,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,250,1
32583,101,123,776,0,0.0,1.0,8,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,63,0
108265,5205,1721,1210,1,1.0,1.0,15,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,64,0
88875,4158,4091,1036,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,305,1
464,49,228,194,0,0.0,1.0,10,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,239,1
245,19,131,95,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,315,1
84443,2132,298,1749,0,0.0,1.0,9,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,40,0
13856,81,112,200,0,0.0,1.0,10,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,138,0
10153,1334,1028,293,2,1.4444444444444444,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,222,0
127930,917,592,2187,0,0.0,1.0,10,1,1,0,0,1,1,0,2,0,0,1,1,0,0,1,0,1,71,0
195,5,24,1629,0,0.0,1.0,12,1,1,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,230,0
35183,2178,2352,197,1,0.5,1.0,10,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,163,0
19053,1976,2029,883,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,211,0
9858,70,144,1851,0,0.0,1.0,13,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,95,1
2951,1337,1051,161,1,1.0,1.0,13,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,110,0
3727,62,414,2533,0,0.0,1.0,14,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,86,0
3353,233,2496,199,0,0.0,1.0,11,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,130,0
65742,4549,1670,2456,2,2.0,1.0,7,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,240,0
227,128,642,383,1,1.0,1.0,14,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,52,0
284483,15588,16543,3587,0,2.0,1.0,11,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,272,1
10153,1334,1028,293,0,1.4444444444444444,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,125,0
41300,5632,5822,2031,0,0.375,1.0,9,1,1,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,231,0
132639,6928,6243,1729,0,0.0,1.0,12,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,116,1
27603,5614,4987,2424,0,0.0,1.0,11,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,128,1
866,230,319,2441,0,0.0,1.0,13,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,260,0
30194,629,1277,3538,0,0.0,1.0,9,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,135,0
9132,192,335,162,0,0.0,1.0,8,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,193,0
18311,1895,1461,3817,0,0.0,1.0,15,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,57,0
7794,1478,1490,3019,0,0.0,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,306,1
1220,227,682,97,2,2.0,1.0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,173,0
25762,2424,1764,4818,0,0.0,1.0,12,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,115,0
4143,87,69,638,1,1.0,1.0,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,112,0
3667,481,1014,1800,0,0.0,1.0,8,1,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,214,0
2500,727,736,118,1,0.75,1.0,11,1,1,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,394,0
7979,200,120,726,0,0.0,1.0,9,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,203,0
6253,1465,1645,194,1,1.0,1.0,10,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,236,0
2996,494,1399,15,0,0.0,1.0,15,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,305,1
27910,2297,2219,2257,0,0.0,1.0,10,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,128,1
1159,289,408,27,0,0.0,1.0,14,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,968,1
985,126,343,41,0,0.0,1.0,13,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,87,0
1425,10,29,606,0,0.0,1.0,13,1,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,77,0
4704,132,247,18,0,0.2857142857142857,1.0,14,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,317,1
5411,139,295,3818,0,0.0,1.0,13,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,89,0
8289,119,158,184,1,1.0,1.0,10,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,92,0
2656,29,128,104,0,0.0,1.0,13,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,242,1
446,184,332,158,0,0.0,1.2857142857142858,13,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,90,0
446,184,332,158,0,0.0,1.2857142857142858,13,1,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,63,0
446,184,332,158,0,0.0,1.2857142857142858,13,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,76,0
102,4,55,71,0,0.0,1.0,13,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,157,0
5807,39,92,4155,0,0.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,203,1
39879,8646,8852,3608,1,1.0,1.0,9,1,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,99,0
4653,855,1385,245,1,1.0,1.0,15,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,139,0
38,17,674,1384,0,0.0,1.0,15,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,132,0
5807,39,92,4155,0,0.0,1.0,12,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,302,1
1760,133,22,2775,0,1.0,1.0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,80,0
22419,82,3,598,0,0.0,1.0,10,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,237,1
22419,82,3,598,0,0.0,1.0,10,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,193,1
74,15,130,2116,0,0.0,1.0,10,1,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,140,0
4731,508,536,73,0,1.0,1.0,13,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,139,0
1435,24,139,408,0,0.0,1.0,8,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,161,0
3281,187,234,33,0,0.0,1.0,8,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,104,1
2016,114,102,2146,0,0.0,1.0,14,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,198,0
2456,73,48,4925,0,0.0,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,0
17338,2708,244,2826,0,0.0,1.0,13,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,78,0
748,165,403,18,0,0.0,1.0,9,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,294,1
38030,22455,6998,581,2,2.0,1.0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,78,0
72662,28177,20151,1344,1,2.125,1.0,13,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,1,0,274,0
91,3,3,93,0,0.0,1.0,14,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,288,0
153,0,16,87,0,0.0,1.0,15,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,65,0
5260,143,965,4936,0,0.0,1.0,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,143,1
12215,459,459,427,0,0.0,1.0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,238,1
11131,251,243,2467,0,0.0,1.0,7,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,98,0
27,0,12,6,0,0.0,1.0,6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,88,0
8229,74,115,3880,0,0.75,1.0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,70,0
101829,2364,2327,854,0,1.3333333333333333,1.0,12,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,98,0
216,0,4,224,0,0.0,1.0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,76,0
2821,11,142,259,0,0.0,1.0,15,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,62,0
256,18,47,66,0,0.0,1.0,8,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,108,0
10279,785,909,852,0,0.0,1.0,13,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,154,1
1910,5,18,1567,0,0.0,1.0,13,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,160,0
1456,26,174,549,0,0.0,1.0,15,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,93,0
2697,219,225,1183,0,0.0,1.0,10,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,264,0
10153,1334,1028,293,2,1.4444444444444444,1.0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69,0
2323,11,28,1086,0,0.0,1.0,12,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,99,0
649,37,52,415,0,1.0,1.0,10,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,187,0
84,1,1,3650,0,0.0,1.0,12,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,99,0
137842,3148,4481,3315,0,1.3333333333333333,1.0,15,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,205,0
8699,352,516,872,2,1.0,1.0,11,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,77,0
172,9,32,3583,0,0.0,1.0,15,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,99,0
194668,29652,17863,3462,2,2.0,1.0,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,92,0
11853,108,231,4856,0,0.0,1.0,8,1,0,0,0,0,1,0,2,0,0,1,1,1,1,1,0,0,330,0
81468,466,1893,1147,0,0.0,1.0,13,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,303,1
4480,111,110,2632,0,0.0,1.0,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54,0
